frecuencia conceptId term razon_inactivo tipo_reemplazo replace_id replace_term
11 68034005 "resección de lóbulo de glándula tiroides, unilateral (situación)" obsoleto "REEMPLAZADO POR" 30956003 "tiroidectomía subtotal"
1 714022000 "permetrina, forma farmacéutica tópica (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 771954005 "producto con permetrina para administración cutánea"
23 716087005 "desgarro traumático de manguito rotador (trastorno)" duplicado "IGUAL QUE" 698299009 "ruptura traumática de manguito rotador"
1 89519005 "amoxicilina con clavulanato de potasio (producto)" "no conformidad de componente con la política editorial"   
33 134291007 "fracturas múltiples (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 213346004 "fracturas que comprometen múltiples regiones del organismo"
3 193511002 "quiste idiopático de iris, cuerpo ciliar y cámara ocular anterior (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 81796004 "quiste idiopático en el iris"
3 193511002 "quiste idiopático de iris, cuerpo ciliar y cámara ocular anterior (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 29668007 "quiste idiopático en el cuerpo ciliar"
3 193511002 "quiste idiopático de iris, cuerpo ciliar y cámara ocular anterior (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 646009 "quiste idiopático de la cámara anterior"
73 111939009 "disentería (trastorno)" duplicado "IGUAL QUE" 46799006 "diarrea disentérica"
40 105446008 "suicidio de un pariente (evento)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 160333008 "antecedente familiar de suicidio"
18 242089005 "accidente de tránsito en vía pública (evento)" duplicado "IGUAL QUE" 214031005 "accidente de tránsito de vehículo de motor"
1 25109007 "síndrome de agammaglobulinemia linfopénica - enanismo de miembros cortos (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 789777007 "displasia esquelética de miembros cortos con inmunodeficiencia combinada severa"
11 254464000 "tumor de glándula submaxilar (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 126789008 "neoplasia de la glándula submaxilar"
13 225573003 "pezón doloroso (hallazgo)" duplicado "IGUAL QUE" 247350000 "dolor de pezón"
16 346599006 "sales para rehidratación oral (producto)" "no conformidad de componente con la política editorial"   
49 349911004 "timolol, colirio (producto)" "no conformidad de componente con la política editorial"   
34 354043009 "sulfato de morfina, 10 mg/ml, inyectable (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 782005008 "sulfato de morfina 10 mg/ml de solución inyectable"
4 354197007 "morfina, cápsula (producto)" "no conformidad de componente con la política editorial"   
270 374843009 "colagenasa, 250 unidades/g, ungüento (producto)" "no conformidad de componente con la política editorial"   
1 375883007 "benzocaína, 20%, gotas óticas (producto)" obsoleto "REEMPLAZADO POR" 784958004 "benzocaína 200 mg/ml, solución ótica"
20 377396004 "valerato de estradiol + enantato de testosterona, 4 mg/90 mg, inyectable (producto)" "no conformidad de componente con la política editorial"   
6 370256000 "sulfato de morfina, 4 mg/ml, inyectable (producto)" "no conformidad de componente con la política editorial"   
6 384889005 "diazepam, 5 mg/ml, solución inyectable, ampolla de 3 ml (producto)" "no conformidad de componente con la política editorial"   
1 317799006 "ursodiol, 250 mg/5 ml, suspensión sin azúcar (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 766577002 "alergia a ácido ursodeoxicólico 50 mg/ml de suspensión para administración oral"
2 322056000 "producto que contiene clorhidrato de betahistina 8 mg por cada comprimido para administración oral (medicamento clínico)" erróneo "REEMPLAZADO POR" 783278008 "diclorhidrato de betahistina 8 mg por cada comprimido para administración oral"
4 322121002 "clorhidrato de metoclopramida, 1mg/ml, solución oral pediátrica (producto)" "no conformidad de componente con la política editorial"   
4197 323510009 "producto que contiene amoxicilina 500 mg por cada cápsula para administración oral (medicamento clínico)" erróneo "REEMPLAZADO POR" 783280002 "amoxicilina (como trihidrato de amoxicilina) 500 mg por cada cápsula para administración oral de liberación convencional"
6 312405003 "injerto de piel íntegra (procedimiento)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 784213003 "injerto cutáneo creado por bioingeniería en piel"
1 416346008 "levetiracetam, 100 mg/ml, solución oral sin azúcar (producto)" "no conformidad de componente con la política editorial"   
3 417600006 "undecanoato de testosterona, 250 mg/ml, solución inyectable, ampolla de 4 ml (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 782119006 "undecanoato de testosterona 250 mg/ml de solución inyectable"
1 410960007 "triptorelina, 3,75 mg, polvo y solvente para inyección, jeringa precargada (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 769129007 "triptorelina (como acetato de triptorelina) 3,75 mg por cada jeringa de polvo para suspensión inyectable"
3 402594000 "alergia a planta (trastorno)" "no conformidad de componente con la política editorial"   
128 40603000 "forunculosis de la piel Y/O del tejido celular subcutáneo (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 238389005 "forúnculos de múltiples localizaciones"
128 40603000 "forunculosis de la piel Y/O del tejido celular subcutáneo (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 416675009 forúnculo
1 412645002 "clorhidrato de bupropión, 50 mg, comprimido de liberación modificada (producto)" obsoleto "REEMPLAZADO POR" 778572001 "producto con bupropión para administración oral como único ingrediente"
19 43523005 "eccema facial (trastorno)" duplicado "IGUAL QUE" 300924008 "eccema de la cara"
197 55434001 "hidrocele (trastorno)" duplicado "IGUAL QUE" 70660007 "hidrocele de la túnica vaginal"
7 55726006 "agenesia de riñón, unilateral (situación)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 762908000 "agenesia de riñón derecho"
7 55726006 "agenesia de riñón, unilateral (situación)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 762907005 "agenesia de riñón izquierdo"
10 702774002 "receptor de trasplante (hallazgo)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 737294004 "órgano trasplantado presente"
15 88994001 "resección de riñón, unilateral (situación)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 765472003 "resección de riñón izquierdo"
15 88994001 "resección de riñón, unilateral (situación)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 765473008 "resección de riñón derecho"
58 95854004 "luxación del codo (trastorno)" duplicado "IGUAL QUE" 417109008 "subluxación de cabeza de radio"
1 1,57496810001191E+016 "uña encarnada de dedo de pie izquierdo con infección (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 773294005 "paroniquia de dedo del pie izquierdo debida a uña encarnada"
7 203497002 "consolidación defectuosa y seudoartrosis de fractura (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 425852005 "consolidación de fractura defectuosa"
7 203497002 "consolidación defectuosa y seudoartrosis de fractura (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 302941001 "seudoartrosis de fractura"
3 204443008 "atresia de arteria pulmonar (trastorno)" duplicado "IGUAL QUE" 10930001 "ausencia congénita de arteria pulmonar"
1 206199003 "lesiones del cuero cabelludo por traumatismo obstétrico (trastorno)" duplicado "IGUAL QUE" 37384000 "herida obstétrica del cuero cabelludo"
1 113110002 "ecografía para detección de trombosis de vena profunda (procedimiento)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 765764001 "ecografía de vena profunda"
2 238535007 "dermatitis traumática (trastorno)" erróneo "REEMPLAZADO POR" 781645001 "lesión de piel por traumatismo"
101 239793008 "artritis reumatoidea con compromiso de órgano / sistema (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 69896004 "artritis reumatoide"
8 240246008 "talón valgo (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 203576001 "talón en valgo adquirido"
208 25055007 "onicocriptosis con infección (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 773296007 "paroniquia debida a uña encarnada"
28 376351001 "penicilina G benzatínica, 1.200.000 unidades/2 ml, suspensión (producto)" obsoleto "REEMPLAZADO POR" 774826003 "producto con bencilpenicilina como único ingrediente"
1 388868006 "sulfasalazina, 500 mg, comprimido de liberación modificada (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 330040008 "sulfasalazina 500 mg por cada comprimido gastrorresistente para administración oral"
20 323889006 "cefalexina, 500 mg/5 ml, jarabe (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 769286009 "cefalexina 100 mg/ml suspensión para administración oral"
1 324240004 "claritromicina 125 mg/5 ml, suspensión pediátrica (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 769316002 "claritromicina 25 mg/ml suspensión para administración oral"
63 29381009 "mano golpeada (trastorno)" obsoleto "REEMPLAZADO POR" 57356000 "bursitis de la mano"
95 317114008 "butilbromuro de hioscina (producto)" "no conformidad de componente con la política editorial"   
6 302858007 "osteoma (trastorno)" duplicado "IGUAL QUE" 83612000 osteoma
1 418975000 "mordedura de un animal (evento)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 782162007 "mordedura de animal no humano"
9 4191007 "escafocefalia (trastorno)" duplicado "IGUAL QUE" 109418001 "craneosinostosis sagital"
10 409303000 "fenofibrato, 200 mg, comprimido de liberación modificada (producto)" obsoleto "REEMPLAZADO POR" 779241005 "producto con fenofibrato para administración oral como único ingrediente"
31 403058003 "onicomicosis de la mano (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 770642000 "onicomicosis de uña de dedo de la mano"
1 413992007 "digoxina, 50 mcg/ml, elixir pediátrico para administración oral (producto)" "no conformidad de componente con la política editorial"   
8 440347004 "granuloma de herida quirúrgica (trastorno)" erróneo "REEMPLAZADO POR" 781186007 "granuloma de herida quirúrgica"
274 45198002 "mastitis (trastorno)" duplicado "IGUAL QUE" 266579006 "trastorno inflamatorio de la mama"
4 60212002 "embrión mal desarrollado (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 16607004 "aborto inadvertido"
4 60212002 "embrión mal desarrollado (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 22033007 "retardo del crecimiento fetal"
1 700127007 "erupción de vulva (hallazgo)" duplicado "IGUAL QUE" 289482006 "erupción de la vulva"
1 702709008 "anomalía congénita de feto (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 609520005 "trastorno de estructura fetal"
7 713708001 "escoliosis idiopática de región dorsolumbar de columna vertebral (trastorno)" duplicado "IGUAL QUE" 713711000 "escoliosis idiopática de columna vertebral dorsal y lumbar"
5 733898007 "antecedente de alimentación con biberón y leche materna en la lactancia (situación)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 737015006 "antecedente de lactante previo amamantado y alimentado con biberón"
2 1086101000119107 "alteración de la erupción dental (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 234949000 "trastorno de la erupción dentaria"
1 123825000 "peristaltismo anormal (hallazgo)" erróneo "REEMPLAZADO POR" 763746006 "peristaltismo digestivo anormal"
5 102873005 "embarazo durante utilización de dispositivo intrauterino (hallazgo)" duplicado "IGUAL QUE" 169488004 "falla de dispositivo intrauterino - embarazo"
3 236633002 "disfunción del músculo vesical - hiperactivo (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 786457000 "vejiga hiperactiva"
3 236633002 "disfunción del músculo vesical - hiperactivo (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 786460007 "hiperactividad de detrusor"
2 237596009 "tumor del páncreas endócrino (trastorno)" duplicado "IGUAL QUE" 126864006 "neoplasia de páncreas endocrino"
11 238793001 "úlcera isquémica de la pierna (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 95344007 "úlcera de extremidad inferior"
11 238793001 "úlcera isquémica de la pierna (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 13954005 "úlcera isquémica"
5 240203005 "ruptura del quiste de Baker - rodilla (trastorno)" duplicado "IGUAL QUE" 270887007 "ruptura de quiste sinovial de rodilla"
2 248740000 "varicosidades (hallazgo)" duplicado "IGUAL QUE" 247479008 "enfermedad telangiectásica"
59 249802001 "pie cavo (hallazgo)" duplicado "IGUAL QUE" 36755004 "talipes cavus"
21 251530001 "mioclonía (hallazgo)" duplicado "IGUAL QUE" 17450006 mioclono
1 267816005 "úlcera de extremidad inferior no causada por presión (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 95344007 "úlcera de extremidad inferior"
20 272062008 "refiere: cansancio en todo momento (hallazgo)" duplicado "IGUAL QUE" 267032009 "cansado todo el tiempo"
1 26456008 "levotiroxina sódica (producto)" "no conformidad de componente con la política editorial"   
335 326452007 "etonogestrel, 68 mg, implante subdérmico (producto)" obsoleto "REEMPLAZADO POR" 785088001 "etonogestrel 68 mg, implante subcutáneo de liberación prolongada"
8 329591004 "producto que contiene diclofenaco sódico 50 mg por cada comprimido desleíble (medicamento clínico)" obsoleto "REEMPLAZADO POR" 785188003 "diclofenaco sódico 250 microgramos/ml, solución oral"
71 331824000 "betametasona, 0,1%, crema (producto)" obsoleto "REEMPLAZADO POR" 785079005 "valerato de betametasona 1 mg/ml, crema de liberación convencional para aplicación cutánea"
1 346594001 "parche de nicotina (producto)" "no conformidad de componente con la política editorial"   
361 346623007 "anticonceptivos orales combinados - etinilestradiol+levonorgestrel (producto)" "no conformidad de componente con la política editorial"   
18 349366009 "producto que contiene budesonida en forma farmaceútica para administración respiratoria (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 771747008 "producto con budesonida para administración pulmonar"
261 374649006 "amoxicilina, 400 mg/5 ml, suspensión (producto)" obsoleto "REEMPLAZADO POR" 785995008 "amoxicilina anhidra (como amoxicilina) 80 mg/ml, suspensión oral"
1 375733007 "fosfato sódico de dexametasona, 1,0 mg/ml, solución oftálmica (producto)" obsoleto "REEMPLAZADO POR" 784764001 "dexametasona 1 mg/ml, solución oftálmica"
48 376386004 "clonazepam, 0,5 mg, oblea (producto)" obsoleto "REEMPLAZADO POR" 784982009 "clonazepam 500 microgramos por cada comprimido desleíble bucal"
1 320279002 "salmeterol+propionato de fluticasona, 50 mcg/250 mcg, inhalador de polvo seco accionado por la respiración (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 770309008 "propionato de fluticasona 250 microgramos y salmeterol (como xinafoato de salmeterol) 50 microgramos por cada disparo de polvo para inhalación"
3 322761006 "sulfato de morfina, 20 mg/ml, solución oral concentrada (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 766499008 "sulfato de morfina 20 mg/ml de solución inyectable para administración oral"
9 322968006 "valproato de sodio, 400 mg, polvo y solvente para solución inyectable, vial (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 766166000 "valproato de sodio 400 mg por cada vial de polvo para solución inyectable"
4 325013000 "insulina de acción corta (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 39487003 "producto con insulina"
28 416434005 "ciprofloxacino, 500 mg, comprimido de liberación modificada (producto)" obsoleto "REEMPLAZADO POR" 778777005 "producto con ciprofloxacino para administración oral como único ingrediente"
53 400616004 "penicilina G benzatínica, 1200000 unidades/2 ml, suspensión inyectable intramuscular, jeringa de 2 ml (producto)" "no conformidad de componente con la política editorial"   
7 412220005 "insulina isófana NPH (producto)" duplicado "IGUAL QUE" 412219004 "producto con insulina isófana"
2 412558005 "amoxicilina + clavulanato de potasio, 1 g/62,5 mg, comprimido de liberación modificada (producto)" obsoleto "REEMPLAZADO POR" 778315007 "producto con amoxicilina y ácido clavulánico para administración oral como únicos ingredientes"
1701 451019009 "metamizol sódico (producto)" "no conformidad de componente con la política editorial"   
6 47004009 "dificultad para hablar (trastorno)" erróneo "REEMPLAZADO POR" 286378009 "dificultad para conversar"
9 431816009 "medición de la longitud cervical mediante ecografía obstétrica (procedimiento)" duplicado "IGUAL QUE" 785805004 "medición de la longitud del cuello uterino con ecografía transvaginal"
1387 698489001 "educación sobre vacunación (procedimiento)" duplicado "IGUAL QUE" 171044003 "educación sobre inmunización"
1 85791004 "ectima (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 762693003 "ectima causado por Streptococcus pyogenes"
80 88616000 "acné vulgar (trastorno)" duplicado "IGUAL QUE" 11381005 acné
28 77678000 "codo golpeado (trastorno)" obsoleto "REEMPLAZADO POR" 712484007 "bursitis de codo"
58 19155002 "sangrado uterino disfuncional (hallazgo)" duplicado "IGUAL QUE" 44991000119100 "sangrado uterino anormal"
8 191602001 "trastorno depresivo mayor, episodio único, moderado (trastorno)" duplicado "IGUAL QUE" 15639000 "depresión mayor moderada, un solo episodio"
30 197788000 "hidronefrosis con litiasis obstructiva renal y ureteral (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 736640009 "hidronefrosis concomitante con cálculo de riñón y uréter y debida a él"
41 1221000119103 "antecedente de consumo de tabaco (situación)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 8517006 "ex fumador"
21 11152001 "dieta lacto - ovo - vegetariana (hallazgo)" duplicado "IGUAL QUE" 765023004 "dieta ovo-lacto-vegetariana"
16 169472004 "prescripción de anticonceptivos orales (hallazgo)" erróneo "REEMPLAZADO POR" 789537001 "anticonceptivo oral prescrito"
2 182673005 "electroestimulación del sistema nervioso (procedimiento)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 270900005 "procedimiento de neuroestimulación eléctrica"
3 240219003 "claudicación espinal (trastorno)" duplicado "IGUAL QUE" 303081002 "claudicación neurogénica"
5 243792006 "exámenes diversos (procedimiento)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 79206001 "examen médico especializado"
41 269111008 "luxación o subluxación de dedo de la mano o de pulgar (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 827109000 "subluxación de dígito de mano"
41 269111008 "luxación o subluxación de dedo de la mano o de pulgar (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 827108008 "luxación de dígito de mano"
123 274785000 "examen de la tensión arterial (procedimiento)" duplicado "IGUAL QUE" 46973005 "medir la presión arterial"
1 266148000 "dermatofitosis de cuero cabelludo o barba (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 399329002 "tiña de barba"
1 266148000 "dermatofitosis de cuero cabelludo o barba (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 5441008 "tiña de la cabeza"
3 327312004 "producto que contiene tamoxifeno 10 mg por cada comprimido para administración oral (medicamento clínico)" erróneo "REEMPLAZADO POR" 783376005 "tamoxifeno (como citrato de tamoxifeno) 10 mg por cada comprimido para administración oral"
2 329586000 "diclofenaco sódico, 25 mg, comprimido de liberación modificada (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 765728002 "diclofenac sódico 25 mg por cada comprimido gastrorresistente para administración oral"
4 350242003 "desinfectante alcohólico (producto)" "no conformidad de componente con la política editorial"   
11 374424002 "hierro sacarosa, 20 mg/ml, solución inyectable, ampolla de 5 ml (producto)" "no conformidad de componente con la política editorial"   
14 374814001 "valerato de estradiol, 10 mg/ml, inyectable (producto)" "no conformidad de componente con la política editorial"   
4 375834008 "budesonida, 0,5 mg/2 ml, suspensión (producto)" obsoleto "REEMPLAZADO POR" 785050003 "budesonida 250 microgramos/ml, solución para inhalación"
30 376912001 "clorhidrato de ranitidina, 150 mg, cápsula de gelatina (producto)" "no conformidad de componente con la política editorial"   
1 371302000 "aquiria unilateral (situación)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 1,60900910001191E+016 "ausencia congénita de mano izquierda"
1 371302000 "aquiria unilateral (situación)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 1078261000119107 "ausencia congénita de mano derecha"
17 386339009 "inserción intravenosa (procedimiento)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 425196008 "colocación de catéter central de inserción periférica"
17 386339009 "inserción intravenosa (procedimiento)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 233520008 "inserción de cánula en vena periférica"
2 319185009 "clorhidrato de diltiazem, 60 mg, cápsula de liberación modificada (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 765881001 "producto que contiene exactamente clorhidrato de diltiazem 60 miligramos por cada cápsula de liberación prolongada para administración oral"
2 320824000 "loratadina, 5 mg/5 ml, jarabe (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 769303002 "loratadina 1 mg/ml de solución para administración oral"
680 322237000 "paracetamol, 500 mg, comprimido soluble (producto)" obsoleto "REEMPLAZADO POR" 408016004 "paracetamol 500 mg por cada comprimido efervescente de liberación convencional para administración oral"
16 322636000 "clorhidrato de tramadol, 50 mg, cápsulas de liberación modificada (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 765899009 "clorhidrato de tramadol 50 mg por cada cápsula de liberación prolongada para administración oral"
1 324609001 "ciprofloxacino, 200 mg/ml, solución para infusión, frasco de 100 ml (producto)" "no conformidad de componente con la política editorial"   
1 294402009 "alergia a preparaciones antiinfecciosas nasales (trastorno)" "no conformidad de componente con la política editorial"   
1 409433006 "carbonato de litio, 300 mg, comprimido de liberación modificada (producto)" obsoleto "REEMPLAZADO POR" 779724009 "producto con carbonato de litio para administración oral como único ingrediente"
3 402566008 "eccema de mano y/o pie (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 238539001 "eccema de mano"
3 402566008 "eccema de mano y/o pie (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 402234004 "eccema, pie"
29 400875009 "clorhidrato de ranitidina, 25 mg/ml, solución inyectable, vial de 2 ml (producto)" "no conformidad de componente con la política editorial"   
7 411533003 "clorhidrato de metformina, 1 g, comprimido de liberación modificada (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 765550003 "producto que contiene exactamente clorhidrato de metformina 1 gramo por cada comprimido de liberación prolongada para administración oral"
869 428570002 "vacunación contra el papilomavirus humano (procedimiento)" duplicado "IGUAL QUE" 761841000 "administración de vacuna contra papilomavirus humano"
16 531000119101 "hipotiroidismo en el embarazo, preparto (trastorno)" duplicado "IGUAL QUE" 428165003 "hipotiroidismo durante el embarazo"
9 87465003 "pie equinovaro adquirido (trastorno)" duplicado "IGUAL QUE" 203572004 "pie equinovaro adquirido - talipes"
1 78698008 "resección de trompa de Falopio y ovario, unilateral (situación)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 176914002 "salpingooforectomía derecha"
1 78698008 "resección de trompa de Falopio y ovario, unilateral (situación)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 176915001 "salpingooforectomía izquierda"
84 135893005 "apoyo del cuidador (régimen/tratamiento)" duplicado "IGUAL QUE" 386229000 "apoyo a cuidador"
3 1,57496410001191E+016 "uña encarnada de dedo de pie derecho con infección (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 773295006 "paroniquia de dedo del pie derecho por uña encarnada"
55 15911003 "alergia a la leche de vaca (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 782555009 "alergia a proteína de la leche de vaca"
4 210973008 "secuelas ocasionadas por quemaduras, corrosiones y congelamiento (trastorno)" "no conformidad de componente con la política editorial"   
4 195453000 "hemorroides internas, simples (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 721703004 "hemorroides internas, grado I"
69 161929000 "tos bronquial (hallazgo)" duplicado "IGUAL QUE" 28743005 "tos productiva"
1 269217002 "contusión de escroto o testículo (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 53629007 "contusión de testículo"
1 269217002 "contusión de escroto o testículo (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 23287003 "contusión del escroto"
4 269845004 "pruebas de hormonas tiroideas (procedimiento)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 390780008 "medición de hormona tiroidea"
19 275499005 "bronquitis aguda sibilante (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 785744001 "bronquitis concomitante con sibilancias agudas"
19 275499005 "bronquitis aguda sibilante (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 785745000 "bronquitis aguda concomitante con sibilancias"
30 275520000 "claudicación (hallazgo)" duplicado "IGUAL QUE" 63491006 "claudicación intermitente"
2 261558007 "revisión del glande (procedimiento)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 307240001 balanoplastia
1 326877000 "metotrexato, 2,5 mg/ml, solución inyectable, vial de 2 ml (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 781984009 "metotrexato (como metotrexato de sodio) 2,5 mg/ml de solución inyectable"
50 329662005 "ibuprofeno, 800 mg, comprimido de liberación modificada (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 765699007 "ibuprofeno 800 mg por cada comprimido de liberación prolongada para administración oral"
79 329686007 "ibuprofeno, 100 mg/5 ml, suspensión oral sin azúcar (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 329710002 "ibuprofeno 20 mg/ml, suspensión oral"
2 374757001 "maleato de ergonovina, 200 mcg/ml, solución inyectable, ampolla (producto)" obsoleto "REEMPLAZADO POR" 784662007 "ergometrina 200 microgramos/ml, solución inyectable"
1 370396001 "ceftizoxima sódica, 500 mg, polvo para solución inyectable, vial (producto)" obsoleto "REEMPLAZADO POR" 785949001 "ceftizoxima (como ceftizoxima sódica) 500 mg por cada vial de polvo para solución inyectable"
1 388869003 "clorhidrato de levomepromazina, 20 mg/ml, inyectable (producto)" "no conformidad de componente con la política editorial"   
2 322289005 "paracetamol, 500 mg/5 ml, suspensión sin azúcar (producto)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 766563000 "paracetamol 100 mg/ml suspensión para administración oral"
2 323509004 "producto que contiene amoxicilina 250 mg por cada cápsula para administración oral (medicamento clínico)" erróneo "REEMPLAZADO POR" 783279000 "amoxicilina (como trihidrato de amoxicilina) 250 mg por cada cápsula para administración oral de liberación convencional"
10 323884001 "producto que contiene cefalexina 500 mg por cada cápsula para administración oral (medicamento clínico)" erróneo "REEMPLAZADO POR" 783075001 "cefalexina (como cefalexina monohidrato) 500 mg por cada cápsula para administración oral"
4 285321009 "quiste de testículos (hallazgo)" erróneo "REEMPLAZADO POR" 767754009 "quiste de testículo"
23 286594003 "ingesta de folato (entidad observable)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 792806007 "ingesta de folato y derivado de folato"
23 286594003 "ingesta de folato (entidad observable)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 792807003 "ingesta de ácido fólico"
2 287152001 "quemadura corporal: 50-70% (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 46000006 "quemadura de cualquier grado que compromete entre el 70 y el 79 % de la superficie del cuerpo"
2 287152001 "quemadura corporal: 50-70% (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 64647005 "quemadura de cualquier grado que compromete entre el 50 y el 59 % de la superficie del cuerpo"
2 287152001 "quemadura corporal: 50-70% (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 51041008 "quemadura de cualquier grado que compromete entre el 60 y el 69 % de la superficie del cuerpo"
147 310351005 "mamografía propuesta (situación)" "no conformidad de componente con la política editorial"   
6 312484002 "prueba para virus de la inmunodeficiencia humana ofrecida (hallazgo)" "no conformidad de componente con la política editorial"   
1 28979006 "pelvis coxartrolistésica (trastorno)" obsoleto "REEMPLAZADO POR" 68449006 coxitis
11 30799000 "muguet neonatal (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 414821002 "candidiasis neonatal"
11 30799000 "muguet neonatal (trastorno)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 746223006 "infección neonatal de cavidad bucal causada por Candida"
1 304286005 "secreción por la línea de sutura (trastorno)" erróneo "REEMPLAZADO POR" 781185006 "secreción por línea de sutura"
1 410553008 "registro de antecedentes, intermedio (procedimiento)" ambiguo "POSIBLEMENTE EQUIVALENTE A" 84100007 "obtención de historia clínica"
